id;name;Price [CZK];Price without VAT [CZK];Rating;rating_count;availability;"Display size [""]";Display resolution;Panel type;Display type;Aspect Ratio;Display refresh rate [Hz];Luminosity [Nits];Colour coverage and certification;Processor type;AMD processor generation;Processor model number;Number of processor cores;Processor frequency [GHz];Core boost frequency [GHz];TDP [W];Cache processor [MB];CPU features;Size of operational RAM [GB];Memory type;Memory frequency [MHz];Number of installed slots;Total number of slots;Graphics card type;Graphics card brand;Model graphics cards;Operating system;Storage Type;Storage capacity [GB];Drive interfaces;SSD capacity [GB];Number of occupied slots M.2;Slots in total M.2;Equipment;Webcam;USB-C charging;Charging connector;Battery capacity [Wh];Charging power [W];Maximum battery capacity [h];Construction material;Convertibility;Colour;Weight [kg];Data;Graphical output ports;Network;Audio;USB-C;USB 3.2 Gen 1 (USB 3.0);Bluetooth;WiFi;WiFi version;Optical drive;Width [mm];Maximum height [mm];Depth [mm];Keyboard language;Laptop Series;Certification;Extended warranty;Package includes;Country;Special event;Intel processor generation;Graphics card memory [GB];Maximum Graphic Power (TGP) [W];Boost clock [MHz];"Number of occupied slots 2.5""";"Slots in total 2.5""";Number of cells;Thunderbolt / USB 4;USB 3.2 Gen 2;Standby time [h];Lease;Processor model;USB 2.0;Number of free slots;Number of stream processors;GPU Passmark;HDD capacity [GB];Other interfaces;USB 3.2 Gen 2x2;Intel Optane [GB]
784;ASUS ROG Strix G15 G513RM-LN403 Eclipse Gray kovový;28462.0;23522.0;4.3;3.0;As good as new;15.6;2560 × 1440 p× px;IPS;Anti-Glare;16:9;240.0;300.0;;AMD Ryzen 7;Zen 3+ (6th generation);AMD Ryzen 7 6800H;8.0;3.2;4.7;45.0;20.0;['Automatic Overclocking', 'Virtualization Support'];16.0;DDR5;4.8;2.0;2.0;['Gaming'];NVIDIA GeForce;RTX 3060;['Without Operating System'];['SSD'];1000.0;PCIe NVMe;1000.0;1.0;2.0;['MUX Switch', 'TPM 2.0', 'Nvidia G-SYNC', 'RGB backlit keyboard'];720 p;Can be charged via USB-C;6,00/3,00 mm;90.0;240.0;13.0;['Metal', 'Plastic'];Rigid (classic laptop);['Grey'];2.3;USB-C;HDMI, USB-C;['RJ-45 (LAN)'];['Combo Audio Jack'];2.0;2.0;Bluetooth v5.2;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;354.0;27.2;259.0;['CZ', 'SK'];Asus ROG;['Windows 11 compatible'];['Pick-up & Return'];['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;6.0;140.0;1.752;0.0;0.0;4.0;;;;;;;;;;;;;
785;Dell Vostro 3520;18290.0;15116.0;;;In stock > 5 pcs;15.6;1920 × 1080 p× px;WVA;Anti-Glare;16:9;120.0;250.0;['45% NTSC'];Intel Core i5;;Intel Core i5 1235U Alder Lake;10.0;1.3;4.4;15.0;12.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];16.0;DDR4;2.666;2.0;2.0;['Integrated'];Intel;Iris Xe Graphics;['Windows 11 Home'];['SSD'];512.0;PCIe NVMe;512.0;1.0;1.0;['Backlit keyboard', 'Numeric keyboard', 'Fingerprint Reader', 'Memory Card Reader', 'Operating system', 'TPM 2.0'];720 p;No charging via USB-C;4.5/2.9mm;41.0;65.0;;['Plastic'];Rigid (classic laptop);['Black'];1.83;;HDMI;['RJ-45 (LAN)'];['Combo Audio Jack'];;2.0;Bluetooth v5.0;['WiFi 802.11ac'];WiFi 5;Without Optical Drive;358.5;18.99;235.56;['CZ', 'SK'];Dell Vostro;['Windows 11 compatible'];['On-site'];['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];Digital student SK;Alder Lake (12th generation);;;;;;3.0;;;;;;1.0;;;;;;;
786;"Macbook Air 13"" M2 CZ 2022 Dark Ink";33365.0;27574.0;5.0;4.0;As good as new;13.6;2560 × 1664 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);8.0;;;;4.0;['Automatic Overclocking', 'HyperThreading', 'Low energy consumption', 'Virtualization Support'];8.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];512.0;NVME;512.0;;;['Backlit keyboard', 'Operating system'];1080 p;Can be charged via USB-C;;53.0;;18.0;['All-metal (unibody)'];Rigid (classic laptop);['Dark blue'];1.24;;;;;2.0;;Bluetooth v5.0;['WiFi 802.11ac', 'WiFi 802.11n', 'WiFi 802.11g', 'WiFi 802.11b', 'WiFi 802.11a', 'WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.0;11.3;215.0;['CZ'];Apple MacBook Air;;;;;;;;;;;;;2.0;;;Yes;M2;;;;;;;;
787;HP ProBook 445 G10  3 roky ONSITE servis;18090.0;14950.0;;;In stock > 5 pcs;14.0;1920 × 1080 p× px;IPS;Anti-Glare;16:9;;250.0;;AMD Ryzen 5;;AMD Ryzen 5 7530U;6.0;;4.5;;16.0;['Automatic Overclocking'];8.0;DDR4;3.2;1.0;2.0;['Integrated'];AMD Radeon;Graphics;['Windows 11 Home'];['SSD'];512.0;PCIe NVMe;512.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];720 p;Can be charged via USB-C;;;45.0;;;Rigid (classic laptop);['Silver'];1.38;USB-C;HDMI;['RJ-45 (LAN)'];['Combo Audio Jack'];1.0;3.0;Bluetooth v5.3;['WiFi 802.11ax (6GHz)'];WiFi 6E;Without Optical Drive;321.9;19.9;213.9;['CZ'];HP ProBook;;;['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;3.0;;;;;;;;;;;;;
788;"Macbook Air 13"" M1 CZ Space Grey 2020";25907.0;21411.0;5.0;21.0;Slightly used;13.3;2560 × 1600 p× px;IPS;Glossy;16:10;60.0;400.0;;Apple Silicon;;Apple M1;8.0;;;;;;16.0;;3.733;;;['Integrated'];Apple;M1 7-core GPU;['macOS'];['SSD'];256.0;PCIe;256.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];720 p;Can be charged via USB-C;;50.0;;18.0;['All-metal (unibody)'];Rigid (classic laptop);['Grey'];1.25;Thunderbolt 3;;;['Combo Audio Jack'];2.0;;Bluetooth v5.0;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.1;15.6;212.4;['CZ'];Apple MacBook Air;;;;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;;;;;M1;;;;;;;;
789;HP EliteBook 845 G9  3 roky ONSITE servis;27990.0;23132.0;;;In stock > 5 pcs;14.0;1920 × 1200 p× px;IPS;Anti-Glare;16:10;;400.0;;AMD Ryzen 5;;AMD Ryzen 5 PRO 6650U;6.0;2.9;4.5;;16.0;;8.0;DDR5;4.8;1.0;1.0;['Integrated'];AMD Radeon;660M Graphics;['Windows 10 Pro'];['SSD'];512.0;PCIe NVMe;512.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];;Can be charged via USB-C;;51.0;65.0;;;Rigid (classic laptop);['Silver'];1.4;USB-C;HDMI;;['Combo Audio Jack'];2.0;2.0;Bluetooth v5.2;['WiFi 802.11ax (6GHz)'];WiFi 6E;Without Optical Drive;315.6;19.2;224.0;['CZ', 'SK'];HP EliteBook;;;['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];Digital student SK;;;;;;;3.0;;;;;;;;;;;;;
790;"Macbook Air 13"" M1 CZ Space Grey 2020";28914.0;23896.0;5.0;21.0;Unsealed;13.3;2560 × 1600 p× px;IPS;Glossy;16:10;60.0;400.0;;Apple Silicon;;Apple M1;8.0;;;;;;16.0;;3.733;;;['Integrated'];Apple;M1 7-core GPU;['macOS'];['SSD'];256.0;PCIe;256.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];720 p;Can be charged via USB-C;;50.0;;18.0;['All-metal (unibody)'];Rigid (classic laptop);['Grey'];1.25;Thunderbolt 3;;;['Combo Audio Jack'];2.0;;Bluetooth v5.0;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.1;15.6;212.4;['CZ'];Apple MacBook Air;;;;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;;;;;M1;;;;;;;;
791;Lenovo ThinkPad T14s Gen 4 Deep Black (3 roky NBD ONSITE servis);36790.0;30405.0;;;In stock > 5 pcs;14.0;1920 × 1200 p× px;IPS;Anti-Glare;16:10;60.0;400.0;['100% sRGB'];AMD Ryzen 5;;AMD Ryzen 5 7540U;6.0;3.2;4.9;28.0;16.0;['Automatic Overclocking', 'Virtualization Support'];16.0;LPDDR5x;6.4;0.0;0.0;['Integrated'];AMD Radeon;740M;['Windows 11 Pro'];['SSD'];512.0;PCIe;512.0;1.0;1.0;['Backlit keyboard', 'Fingerprint Reader', 'Operating system', 'TPM 2.0', 'Windows Hello'];5 Mpx;Can be charged via USB-C;USB-C;57.0;65.0;;['Metal', 'Carbon fibres'];Rigid (classic laptop);['Black'];1.26;Thunderbolt 4;HDMI, USB-C;;['Combo Audio Jack'];;2.0;Bluetooth v5.1;['WiFi 802.11ax (6GHz)'];WiFi 6E;Without Optical Drive;317.7;16.9;226.9;['CZ', 'SK'];Lenovo ThinkPad T;['TÜV Low Blue Light', 'MIL-STD-810H'];['On-site'];['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;2.0;;;;;;;;;;;;
792;"MacBook Pro 16"" M2 PRO CZ 2023 Vesmírně šedý";55251.0;45662.0;5.0;2.0;Slightly used;16.2;3456 × 2234 p× px;Liquid Retina XDR;Glossy;16:10;120.0;1.0;;Apple Silicon;;Apple M2 Pro (12-core);12.0;;;;;;16.0;;;;;['Integrated'];Apple;M2 PRO 19-core GPU;['macOS'];;512.0;;512.0;;;['Backlit keyboard', 'Memory Card Reader', 'Operating system'];1080 p;Can be charged via USB-C;;100.0;;22.0;['All-metal (unibody)'];Rigid (classic laptop);['Grey'];2.15;USB-C, Thunderbolt 4;HDMI;;['Combo Audio Jack'];3.0;;;;WiFi 6E;Without Optical Drive;355.7;16.8;248.1;['CZ'];Apple MacBook Pro;;;;;;;;;;;;;3.0;;;;;;;;;;;;
793;Lenovo IdeaPad Slim 5 14ABR8 Violet all-metal (záruka na 3 roky po registraci);22989.0;18999.0;;;In stock > 5 pcs;14.0;1920 × 1200 p× px;OLED;Glossy;16:10;60.0;400.0;['100% sRGB', '100% DCI-P3', 'DisplayHDR'];AMD Ryzen 7;;AMD Ryzen 7 7730U;8.0;2.0;4.5;15.0;16.0;['Automatic Overclocking', 'Virtualization Support'];16.0;DDR4;3.2;0.0;0.0;['Integrated'];AMD Radeon;Graphics;['Windows 11 Home'];['SSD'];1000.0;PCIe NVMe;1000.0;1.0;1.0;['Backlit keyboard', 'Memory Card Reader', 'Operating system', 'Windows Hello'];1080 p;Can be charged via USB-C;USB-C;56.6;65.0;16.0;['All-metal (unibody)'];Rigid (classic laptop);['Violet'];1.46;USB-C;HDMI, USB-C;;['Combo Audio Jack'];2.0;2.0;Bluetooth v5.1;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;312.0;16.9;221.0;['CZ', 'SK'];Lenovo IdeaPad;;['No extended warranty'];['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];Digital student SK;;;;;0.0;0.0;3.0;;;;;;;;;;;;;
794;"MacBook Pro 16"" M2 PRO CZ 2023 Vesmírně šedý";61662.0;50960.0;5.0;2.0;Unsealed;16.2;3456 × 2234 p× px;Liquid Retina XDR;Glossy;16:10;120.0;1.0;;Apple Silicon;;Apple M2 Pro (12-core);12.0;;;;;;16.0;;;;;['Integrated'];Apple;M2 PRO 19-core GPU;['macOS'];;512.0;;512.0;;;['Backlit keyboard', 'Memory Card Reader', 'Operating system'];1080 p;Can be charged via USB-C;;100.0;;22.0;['All-metal (unibody)'];Rigid (classic laptop);['Grey'];2.15;USB-C, Thunderbolt 4;HDMI;;['Combo Audio Jack'];3.0;;;;WiFi 6E;Without Optical Drive;355.7;16.8;248.1;['CZ'];Apple MacBook Pro;;;;;;;;;;;;;3.0;;;;;;;;;;;;
795;HP ProBook 440 G10;20890.0;17264.0;;;In stock > 5 pcs;14.0;1920 × 1080 p× px;IPS;Matte;16:9;;250.0;['45% NTSC'];Intel Core i5;;Intel Core i5 1335U Raptor Lake;10.0;;4.6;;12.0;;16.0;DDR4;3.2;2.0;2.0;['Integrated'];Intel;Iris Xe Graphics;['Windows 11 Home'];['SSD'];1000.0;;;;;['Backlit keyboard', 'Fingerprint Reader'];720 p;Can be charged via USB-C;;42.0;45.0;11.5;['Metal', 'Plastic'];Rigid (classic laptop);['Silver'];1.38;USB-C;HDMI;['RJ-45 (LAN)'];['Combo Audio Jack'];2.0;2.0;Bluetooth v5.3;;WiFi 6E;Without Optical Drive;321.9;19.9;213.9;['CZ'];HP ProBook;;;['Power adapter'];;;Raptor Lake (13th generation);;;;;;3.0;;;;;;;;;;;;;
796;"MacBook Pro 16"" M2 PRO CZ 2023 Vesmírně šedý";59613.0;49267.0;5.0;2.0;As good as new;16.2;3456 × 2234 p× px;Liquid Retina XDR;Glossy;16:10;120.0;1.0;;Apple Silicon;;Apple M2 Pro (12-core);12.0;;;;;;16.0;;;;;['Integrated'];Apple;M2 PRO 19-core GPU;['macOS'];;512.0;;512.0;;;['Backlit keyboard', 'Memory Card Reader', 'Operating system'];1080 p;Can be charged via USB-C;;100.0;;22.0;['All-metal (unibody)'];Rigid (classic laptop);['Grey'];2.15;USB-C, Thunderbolt 4;HDMI;;['Combo Audio Jack'];3.0;;;;WiFi 6E;Without Optical Drive;355.7;16.8;248.1;['CZ'];Apple MacBook Pro;;;;;;;;;;;;;3.0;;;;;;;;;;;;
797;HP Spectre x360 16-f1000nc Black  2 roky ONSITE servis;36990.0;30570.0;;;In stock;16.0;3072 × 1920 p× px;IPS;Glossy;16:10;60.0;400.0;;Intel Core i7;;Intel Core i7 12700H Alder Lake;14.0;2.3;4.7;45.0;24.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];16.0;DDR4;3.2;;;['Integrated'];Intel;UHD Graphics;['Windows 11 Pro'];['SSD'];1000.0;PCIe NVMe;1000.0;1.0;1.0;['Touch display', 'Memory Card Reader', 'Operating system', 'TPM 2.0'];720 p;No charging via USB-C;;83.0;90.0;15.0;['All-metal (unibody)'];Reflexive;['Black'];2.01;Thunderbolt 4;HDMI, USB-C;;['Combo Audio Jack'];;;Bluetooth v5.2;['WiFi 802.11ax (6GHz)'];WiFi 6E;Without Optical Drive;358.0;19.9;245.3;['CZ', 'SK'];;['Intel EVO', 'Windows 11 compatible'];;['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];Digital student SK;Alder Lake (12th generation);;;;;;6.0;2.0;1.0;;;;;;;;;;;
798;"Macbook Air 13"" M1 CZ Space Grey 2020";30801.0;25455.0;5.0;8.0;Slightly used;13.3;2560 × 1600 p× px;IPS;Glossy;16:10;60.0;400.0;;Apple Silicon;;Apple M1;8.0;;;;;;16.0;;;;;['Integrated'];Apple;M1 7-core GPU;['macOS'];['SSD'];512.0;;512.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];720 p;Can be charged via USB-C;;50.0;;18.0;['All-metal (unibody)'];Rigid (classic laptop);['Grey'];1.25;Thunderbolt 3;;;['Combo Audio Jack'];2.0;;Bluetooth v5.0;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.1;15.6;212.4;['CZ'];Apple MacBook Air;;;;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;;;;;M1;;;;;;;;
799;Lenovo Yoga 9 14IRP8 Oatmeal all-metal + Lenovo Active Stylus + Lenovo Yoga Sleeve (záruka Premium Care);44989.0;37181.0;;;In stock > 5 pcs;14.0;3840 × 2400 p× px;OLED;Glossy;16:10;60.0;400.0;['100% sRGB', '100% DCI-P3', 'DisplayHDR'];Intel Core i7;;Intel Core i7 1360P Raptor Lake;12.0;1.6;5.0;64.0;18.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];16.0;LPDDR5;5.2;;0.0;['Integrated'];Intel;Iris Xe Graphics;['Windows 11 Pro'];['SSD'];1000.0;PCIe NVMe;1000.0;1.0;1.0;['Backlit keyboard', 'Touch display', 'Stylus support', 'Operating system', 'TPM 2.0', 'Windows Hello'];1080 p;Can be charged via USB-C;USB-C;75.0;100.0;14.0;['All-metal (unibody)'];Reflexive;['Gold'];1.4;USB-C, Thunderbolt 4;USB-C;;['Combo Audio Jack'];1.0;;Bluetooth v5.1;['WiFi 802.11ax (6GHz)'];WiFi 6E;Without Optical Drive;318.0;15.25;230.0;['CZ', 'SK'];Lenovo Yoga;['TÜV Low Blue Light', 'Intel EVO', 'Windows 11 compatible'];['On-site'];['Power adapter', 'Power cable', 'Case', 'Stylus'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];Digital student SK;Raptor Lake (13th generation);;;;0.0;0.0;;2.0;1.0;;;;;;;;;;;
800;"Macbook Air 13"" M1 CZ Space Grey 2020";33240.0;27471.0;5.0;8.0;As good as new;13.3;2560 × 1600 p× px;IPS;Glossy;16:10;60.0;400.0;;Apple Silicon;;Apple M1;8.0;;;;;;16.0;;;;;['Integrated'];Apple;M1 7-core GPU;['macOS'];['SSD'];512.0;;512.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];720 p;Can be charged via USB-C;;50.0;;18.0;['All-metal (unibody)'];Rigid (classic laptop);['Grey'];1.25;Thunderbolt 3;;;['Combo Audio Jack'];2.0;;Bluetooth v5.0;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.1;15.6;212.4;['CZ'];Apple MacBook Air;;;;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;;;;;M1;;;;;;;;
801;Lenovo IdeaPad Slim 3 14IAH8 Abyss Blue;15299.0;12644.0;;;In stock > 5 pcs at the partner's;14.0;1920 × 1080 p× px;IPS;Anti-Glare;16:9;60.0;300.0;;Intel Core i5;;Intel Core i5 12450H Alder Lake;8.0;1.5;4.4;45.0;12.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];16.0;LPDDR5;4.8;;0.0;['Integrated'];Intel;UHD Graphics;['Windows 11 Home'];['SSD'];512.0;PCIe;512.0;1.0;1.0;['Backlit keyboard', 'Memory Card Reader', 'Operating system', 'TPM 2.0'];1080 p;Can be charged via USB-C;Lenovo Wall Adapter;47.0;65.0;;['Plastic'];Rigid (classic laptop);['Blue'];1.37;USB-C;HDMI, USB-C;;['Combo Audio Jack'];1.0;2.0;Bluetooth v5.1;['WiFi 802.11ac'];WiFi 5;Without Optical Drive;324.3;17.9;213.8;['CZ', 'SK'];Lenovo IdeaPad;['TÜV Low Blue Light', 'Windows 11 compatible', 'MIL-STD-810H'];['No extended warranty'];['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;Alder Lake (12th generation);;;;;;;;;;;;;;;;;;;
802;Lenovo Legion 5 Pro 16IAH7H Glacier White Metallic;41989.0;34702.0;4.8;5.0;Unsealed;16.0;2560 × 1600 p× px;IPS;Anti-Glare;16:10;165.0;500.0;;Intel Core i7;;Intel Core i7 12700H Alder Lake;14.0;2.3;4.7;45.0;24.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];16.0;DDR5;4.8;2.0;2.0;['Gaming'];NVIDIA GeForce;RTX 3070 Ti;['Windows 11 Home'];['SSD'];1000.0;PCIe NVMe;1000.0;1.0;;['Backlit keyboard', 'Numeric keyboard', 'Operating system', 'MUX Switch', 'TPM 2.0'];720 p;Can be charged via USB-C;Lenovo Slim Tip;80.0;300.0;6.55;['Metal', 'Plastic'];Rigid (classic laptop);['White'];2.4;USB-C, Thunderbolt 4;HDMI, USB-C;['RJ-45 (LAN)'];['Combo Audio Jack'];2.0;3.0;Bluetooth v5.0;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;356.0;26.6;260.4;['CZ', 'SK'];Lenovo Legion;['Windows 11 compatible'];['No extended warranty'];['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;Alder Lake (12th generation);8.0;150.0;1.485;;;;1.0;;;;;;;;;;;;
803;Dell Latitude 5440;23690.0;19579.0;;;In stock > 5 pcs;14.0;1920 × 1080 p× px;IPS;Anti-Glare;16:9;60.0;250.0;['45% NTSC'];Intel Core i5;;Intel Core i5 1335U Raptor Lake;10.0;1.3;4.6;55.0;12.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];8.0;DDR4;3.2;1.0;2.0;['Integrated'];;;['Windows 11 Pro'];['SSD'];256.0;PCIe NVMe;256.0;1.0;1.0;['Backlit keyboard', 'Fingerprint Reader', 'Operating system', 'Windows Hello', 'Smart card reader'];1080 p;Can be charged via USB-C;USB-C;54.0;65.0;;['Carbon fibres'];Rigid (classic laptop);['Grey'];1.39;Thunderbolt 4;HDMI, USB-C;['RJ-45 (LAN)'];['Combo Audio Jack'];;2.0;Bluetooth v5.3;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;321.35;21.04;212.0;['CZ', 'SK'];Dell Latitude;;['Next Business Day'];['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;Raptor Lake (13th generation);;;;;0.0;3.0;2.0;;;;;;;;;;;;
804;MSI Stealth 16 Studio A13VG-077CZ;48352.0;39960.0;5.0;2.0;As good as new;16.0;2560 × 1600 p× px;IPS;Matte;16:10;240.0;;['100% DCI-P3'];Intel Core i7;;Intel Core i7 13700H Raptor Lake;1.0;3.7;5.0;45.0;24.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];32.0;DDR5;;2.0;2.0;['Dedicated'];NVIDIA GeForce;RTX 4070;['Windows 11 Home'];['SSD'];2000.0;PCIe NVMe;2000.0;1.0;2.0;['Backlit keyboard', 'Numeric keyboard', 'Fingerprint Reader', 'Memory Card Reader', 'Operating system', 'MUX Switch', 'Windows Hello'];1080 p;Can be charged via USB-C;;99.9;240.0;;;Rigid (classic laptop);['Blue'];1.99;USB-C, Thunderbolt 4;HDMI, DisplayPortDigital graphic output, suitable for transmission of uncompressed digital high-definition content. Supports up to 8-channel audio and 3D images. Not compatible with DVI and HDMI connectors.;['RJ-45 (LAN)'];['Combo Audio Jack'];1.0;;Bluetooth v5.3;['WiFi 802.11ax (6GHz)'];;Without Optical Drive;356.0;19.95;259.0;['CZ', 'SK'];MSI series GS;['NVIDIA RTX Studio'];;['Power adapter'];;Digital student SK;Raptor Lake (13th generation);8.0;105.0;;;;4.0;1.0;1.0;;;;;;;;;;;
805;Dell XPS 15 9530 + Microsoft Office 365 na 1 rok zdarma;66390.0;54868.0;;;In stock > 5 pcs at the partner's;15.6;1920 × 1200 p× px;WVA;Anti-Glare;16:10;60.0;500.0;['100% sRGB'];Intel Core i7;;Intel Core i7 13700H Raptor Lake;14.0;1.8;5.0;45.0;24.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];16.0;DDR5;4.8;2.0;2.0;['Dedicated'];NVIDIA GeForce;RTX 4050;['Windows 11 Pro'];['SSD'];1000.0;PCIe NVMe;1000.0;1.0;1.0;['Backlit keyboard', 'Fingerprint Reader', 'Memory Card Reader', 'Operating system', 'TPM 2.0'];720 p;Can be charged via USB-C;USB-C;86.0;130.0;;;Rigid (classic laptop);['Silver'];1.92;USB-C, Thunderbolt 4;USB-C;;['Combo Audio Jack'];1.0;;Bluetooth v5.2;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;344.72;18.0;230.14;['CZ', 'SK'];Dell XPS;['Windows 11 compatible'];['On-site'];['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;Raptor Lake (13th generation);6.0;115.0;2.37;;;6.0;2.0;;;;;;;;;;;;
806;MSI GF63 Thin 12UDX-255XCZ;18713.0;15465.0;5.0;2.0;As good as new;15.6;1920 × 1080 p× px;IPS;Matte;16:9;144.0;;['45% NTSC'];Intel Core i5;;Intel Core i5 12450H Alder Lake;8.0;;4.4;45.0;12.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];16.0;DDR4;3.2;2.0;2.0;['Gaming'];NVIDIA GeForce;RTX 3050;['Without Operating System'];['SSD'];512.0;PCIe NVMe;512.0;1.0;1.0;['Backlit keyboard', 'Operating system'];;No charging via USB-C;;51.0;120.0;6.0;['Metal', 'Plastic'];Rigid (classic laptop);['Black'];1.86;USB-C;HDMI, DisplayPortDigital graphic output, suitable for transmission of uncompressed digital high-definition content. Supports up to 8-channel audio and 3D images. Not compatible with DVI and HDMI connectors.;['RJ-45 (LAN)'];['Headphone input', 'Microphone input'];1.0;;;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;359.0;21.7;254.0;['CZ', 'SK'];MSI series GF;;;['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;Alder Lake (12th generation);6.0;45.0;;;;3.0;;;;;;3.0;;;;;;;
807;HP ZBook Power 15.6 G10 5 let ONSITE servis;82490.0;68174.0;;;In stock > 5 pcs;15.6;1920 × 1080 p× px;IPS;Matte;16:9;60.0;400.0;;Intel Core i9;;Intel Core i9 13900H Raptor Lake;14.0;1.9;5.4;45.0;24.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];64.0;DDR5;5.2;2.0;2.0;['Dedicated'];NVIDIA Quadro;RTX A3000;['Windows 11 Pro'];['SSD'];4000.0;PCIe NVMe;4000.0;1.0;2.0;['Numeric keyboard', 'Fingerprint Reader', 'Operating system', 'TPM 2.0', 'Windows Hello'];1920 p;No charging via USB-C;;83.0;150.0;;['Metal', 'Plastic'];Rigid (classic laptop);['Silver'];2.0;Thunderbolt 4;HDMI, USB-C;['RJ-45 (LAN)'];['Combo Audio Jack'];;3.0;Bluetooth v5.3;['WiFi 802.11ax (6GHz)'];WiFi 6E;Without Optical Drive;359.4;22.8;233.9;['CZ', 'SK'];HP ZBook;['TÜV Low Blue Light', 'Windows 11 compatible'];;['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;Raptor Lake (13th generation);8.0;140.0;1.75;;;6.0;1.0;;;;;;;;;;;;
